Identity	Male=1	Born_USA?	Born_White?	Name_Change?	Genre=drama	Birth	Final	Alive	?Films	?FourStar_Films	?Wins	?Noms	FirstFilm_Year	FirstWin_Year	FirstNom_Year
1631	0	No	Yes	No	Yes	1940	2001	1	1	1	0	0	2000	NA	NA
2001	1	No	Yes	No	No	1952	2001	1	23	2	1	1	1977	1998	1998
2002	1	No	Yes	No	Yes	1933	2001	1	48	5	0	0	1954	NA	NA
2003	1	Yes	Yes	No	No	1964	2001	1	28	4	0	0	1989	NA	NA
2004	1	No	Yes	No	Yes	1939	2001	1	33	6	0	1	1969	NA	1998
2005	1	Yes	Yes	No	Yes	1945	2001	1	58	3	0	0	1970	NA	NA
2006	1	Yes	Yes	No	No	1928	2001	1	86	14	1	1	1956	1998	1998
2007	1	Yes	Yes	No	Yes	1977	2001	1	12	2	0	0	1991	NA	NA
2008	1	Yes	Yes	No	Yes	1940	2001	1	27	5	0	0	1972	NA	NA
2009	1	Yes	Yes	No	Yes	1955	2001	1	41	9	0	0	1983	NA	NA
2010	0	No	Yes	No	Yes	1969	2001	1	5	0	0	1	1996	NA	1998
2011	0	Yes	Yes	No	Yes	1965	2001	1	11	0	0	0	1982	NA	NA
2012	0	No	Yes	Yes	Yes	1929	2001	1	4	1	0	1	1970	NA	1998
2013	0	No	Yes	No	No	1943	2001	1	8	2	0	0	1981	NA	NA
2014	0	Yes	Yes	No	Yes	1973	2001	1	21	3	1	1	1991	1998	1998
2015	0	Yes	Yes	No	Yes	1969	2001	1	12	1	0	0	1992	NA	NA
2016	0	No	Yes	No	Yes	1964	2001	1	16	1	0	0	1988	NA	NA
2017	0	No	Yes	No	No	1968	2001	1	12	2	0	1	1994	NA	1998
2018	0	No	Yes	Yes	Yes	1961	2001	1	27	4	0	0	1983	NA	NA
3001	1	No	Yes	No	Yes	1964	2001	1	21	3	1	2	1991	2000	1999
3002	1	Yes	Yes	No	No	1954	2001	1	7	3	0	0	1989	NA	NA
3003	1	Yes	Yes	No	Yes	1926	2001	1	100	18	0	0	1950	NA	NA
3004	1	No	Yes	No	Yes	1959	2001	1	31	1	0	0	1987	NA	NA
3005	1	Yes	Yes	No	Yes	1962	2001	1	17	4	0	0	1982	NA	NA
3006	1	Yes	Yes	No	No	1952	2001	1	24	4	0	0	1979	NA	NA
3007	1	Yes	Yes	No	No	1965	2001	1	23	4	0	0	1989	NA	NA
3008	1	Yes	No	No	Yes	1957	2001	1	4	1	0	1	1998	NA	1999
3009	1	No	Yes	No	Yes	1972	2001	1	11	1	0	1	1994	NA	1999
3010	1	Yes	Yes	No	No	1988	2001	1	6	1	0	1	1994	NA	1999
3011	1	Yes	Yes	No	No	1986	2001	1	5	0	0	0	1998	NA	NA
3012	0	Yes	Yes	No	No	1961	2001	1	19	2	0	0	1993	NA	NA
3013	0	No	Yes	No	Yes	1962	2001	1	11	2	0	1	1986	NA	1999
3014	0	Yes	Yes	No	No	1930	2001	1	37	9	0	0	1955	NA	NA
3015	0	Yes	Yes	No	Yes	1974	2001	1	8	0	1	1	1992	1999	1999
3016	0	Yes	Yes	No	Yes	1974	2001	1	9	0	0	1	1995	NA	1999
3017	0	Yes	Yes	No	Yes	1961	2001	1	4	2	0	0	1991	NA	NA
3018	0	No	Yes	No	No	1972	2001	1	14	0	0	1	1991	NA	1999
3019	0	No	Yes	No	Yes	1968	2001	1	4	1	0	0	1997	NA	NA
3020	0	Yes	Yes	No	Yes	1975	2001	1	15	0	1	1	1993	1999	1999
3021	0	Yes	Yes	No	Yes	1977	2001	1	5	0	0	0	1998	NA	NA
3022	0	Yes	Yes	No	No	1959	2001	1	18	3	0	1	1986	NA	1999
3023	0	No	Yes	No	Yes	1977	2001	1	7	0	0	1	1997	NA	1999
